index,ithick,othick,width,ys0,ys1,work_roll_diam_1,work_roll_diam_2,work_roll_diam_3,work_roll_diam_4,work_roll_mileage_1,work_roll_mileage_2,work_roll_mileage_3,work_roll_mileage_4,reduction_1,reduction_2,reduction_3,reduction_4,tension_1,tension_2,tension_3,tension_4,tension_5,roll_speed_1,roll_speed_2,roll_speed_3,roll_speed_4,force_1,force_2,force_3,force_4,torque_1,torque_2,torque_3,torque_4,gap_1,gap_2,gap_3,gap_4,current_1,current_2,current_3,current_4,Anomaly_Reduction,Anomaly_Electric_1,Anomaly_Bearing_1,Anomaly_WorkRoll_1,Anomaly_Electric_2,Anomaly_Bearing_2,Anomaly_WorkRoll_2,Anomaly_Electric_3,Anomaly_Bearing_3,Anomaly_WorkRoll_3,Anomaly_Electric_4,Anomaly_Bearing_4,Anomaly_WorkRoll_4,class
12,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,13.658758876432287,16.93333160382589,19.19756999619248,20.61175704945204,0.2999279010154789,0.1790727464947092,0.1215790677811151,0.0620129562697285,88221.10672008053,236918.39937917035,296635.67821520194,351113.27571366815,87441.9915434604,10.01644892904216,12.201384332500549,13.890133858354153,14.808449595545174,7852248.83944402,5424815.859105068,4089737.867738004,3146254.7274306645,66269.09524866755,26228.13963839624,26834.257953848966,10517.694601302575,2.2510358192602364,1.8172256327757272,1.5774573574245676,1.6384147884942657,3933.6399274151,2014.7219363707416,2319.8946703081,847.3450116682056,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,14.815387612816288,18.34226123972882,20.801504492999133,22.32173215787996,0.295661467742961,0.1870088463467775,0.1134269037713465,0.0672502466209262,90558.15076340864,236720.2190370664,299540.54388990864,356613.6097828389,90950.5889653553,9.615634603041627,11.827477531376848,13.340668222044105,14.302515946763696,7954228.941361655,5557611.050949298,3991810.6593409018,3295752.4944769666,68958.682077434,30348.884171455786,25221.83513462781,13630.208037020766,2.213079151972749,1.7982021303570015,1.685604274517724,1.547648130649446,3979.599894427725,2144.374869840788,2044.1923156508249,1201.935217062468,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,16.04720757065087,19.85743142614392,22.510523402844697,24.153969479470558,0.2906649206149681,0.1933611764158864,0.1177442358044086,0.0619588384872405,90043.56358249144,236450.07820997215,299503.811414009,352832.47537364415,85692.11088472464,9.914857745321248,12.291570223792183,13.93198063715593,14.852206074505425,7923590.774865015,5387671.456702954,3948931.037314543,3308652.694957419,65701.32138507561,30162.912265486368,29576.50130868636,10533.147043578816,2.2447290681544394,1.8174689713825043,1.5633946693734395,1.594688208494252,3991.0738689125474,2236.528765404409,2450.592686392208,963.7061855381118,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,17.213733083399717,21.303587349516988,24.14968064279951,25.90139518658065,0.2874801582496392,0.1931828499288881,0.1153266499090388,0.0689094255796258,91377.71768003648,237451.11719158053,300175.5514702679,354233.601672652,89152.26001875561,10.213179241233156,12.658604542966122,14.30878927421582,15.367773734712522,7788858.200653764,5388492.653289458,4265020.791624498,3262482.2652690145,68025.64517345246,29144.50363452121,27271.586836816907,12909.214456640562,2.300392926427757,1.8357628526620404,1.6547626831449966,1.4577974607396882,4259.711301466534,2283.0740844258444,2360.502150741107,1154.5390104391686,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,18.375044556716244,22.74296115709429,25.77669224818958,27.648820893690747,0.2879332441257834,0.1932198558578813,0.1141217884129303,0.0695414581025896,84838.79078376722,234874.4338160719,296658.8182600717,359352.1454819148,86223.3212938278,10.427310522810268,12.924599841135208,14.589589936951391,15.68,7868613.383003815,5487357.569875251,4033358.5897960975,3418413.381196352,66371.8967843644,34407.96977755828,27065.768048527887,10636.468938880236,2.278785462937787,1.7190948846787029,1.5970616238553927,1.5424846763261175,4222.5292089040495,2619.2199245012494,2396.5949891892924,987.3556932314629,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,19.52816039686052,24.172242540029707,27.390098430033497,29.382811296480565,0.2950198459288422,0.1875243944137136,0.1138062158891687,0.0671087107579283,86287.94559630012,237843.23007723063,297212.8829065355,354377.51789957646,91494.57485319737,10.3408718435585,12.72760901676116,14.3621059467614,15.395262140811612,8041757.2168584755,5589180.986292134,4255890.528589892,3452101.2804091424,67468.37350580755,28529.6774902693,23643.419988969777,19129.63196120949,2.29939453486401,1.8438610401347184,1.6546931763705526,1.5591766510504237,4289.0761861956535,2193.9904933473645,2044.7043516118688,1761.9708831062976,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,20.680314866657124,25.590321386797303,28.990288898747327,31.09811348352736,0.2966163959841072,0.1844734702231623,0.1146161567498485,0.0676369965460158,84189.3358303749,237143.42553120537,300311.4469575462,357623.18300837313,89587.18754798805,9.71209806237043,11.908990949721854,13.45065311560825,14.426412315567704,7983962.672455796,5464387.810336971,3857604.202931881,3281889.3288160576,68070.48402155636,27708.321667869117,26099.108227602537,12441.856512543209,2.159471891206881,1.8586825161509135,1.6061459992257143,1.5282589908742956,3931.826493969909,1930.207196134069,2178.1484874707835,1136.9220406087468,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,21.85979943404947,27.03660734357065,30.623801829663467,32.85012737174977,0.2756671913341892,0.1958638278410207,0.1248924244555293,0.0709956227539361,85667.08981104323,233649.25502512508,293151.2508174351,354948.0883520718,88969.96135311932,10.25073155273334,12.747507086034616,14.56678863521828,15.679999999999996,7703455.20979981,5597532.592319424,4300183.95278621,3445413.8808952407,62962.67445780012,30888.047459106103,30760.20173084184,13969.4520680674,2.244231872170557,1.771528503098105,1.5703187566667447,1.4807122122290362,3964.621354051929,2353.488712834811,2657.0567620058728,1295.7700465070498,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,23.00517086547986,28.460957436360594,32.25143040081799,34.602141259972186,0.299703572143969,0.1744429565723991,0.1214903002758231,0.0676662624485082,86119.4887618738,234518.2026113802,295200.08801320434,353753.6205019779,88369.21862060322,9.83574805793776,11.91407442555522,13.56168796917763,14.545958622921368,8132035.434475494,5198611.860161789,4185293.7851108895,3425657.882609941,72076.87650265353,25496.81779913771,28838.31370482169,16476.644939080878,2.260108923662013,1.7674406692869689,1.4996328092921356,1.5637771800271552,4219.843138538116,1799.0636358764468,2287.5254920802463,1340.788376651948,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,24.23403864177568,29.949489072156133,33.945813099452835,36.41949767473055,0.2937837583626927,0.188152154467082,0.113399096906624,0.0684494086503377,87281.79729896656,236252.82056573796,295051.0227419532,354797.3683906635,89048.59702501378,10.28692507499488,12.671001261624676,14.291662931331548,15.341800074030656,7791352.781141589,5399145.403618571,4032387.8944494072,3279764.5174844507,68873.71209779927,27736.148077018355,24799.984903274115,13924.80489112096,2.2804722868895198,1.819990015010164,1.7498674969395631,1.5411929235352768,4239.224486150094,2049.5054710989216,2120.6958361855304,1262.3942226992797,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,25.265262857496023,31.21970764992845,35.378496704150834,37.95745344224531,0.2942776426314168,0.1851964569274702,0.1197813622949091,0.0644443756949006,88716.39199526803,237721.26340232103,294962.1393778575,353092.347077423,91699.41487892064,9.76064948533826,11.979144627344134,13.60928309649998,14.546738582869958,7903449.126035769,5525475.018758083,4305678.781889402,3080582.4663283005,67665.99247020786,29651.46038674341,30760.25458921121,15908.0477578159,2.239347956498641,1.8402003461497216,1.6350612489944063,1.56299940538922,4044.314918366616,2195.8686914169334,2523.686924270834,1387.2290456273026,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,26.29720875280092,32.48620422333993,36.81733987238174,39.49540920976007,0.286906698540822,0.1965657353429782,0.1167128047179633,0.0642748164062504,88402.79198152425,235741.9738388764,297203.3123168271,356883.25532343745,88919.97499915781,10.21554002032704,12.714842358245638,14.394913031865864,15.383697355008346,7742564.726336625,5719651.88669524,4042709.618042124,3094963.303812539,64482.298945249575,35852.94553866743,25363.434886556868,13821.631249450362,2.2557709305722127,1.7902453509576723,1.544044011905094,1.549685775948423,3871.4358688314273,2709.037748997996,2030.0694688620877,1281.867991834589,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,28.54639275837884,35.29040314203383,40.01004130521715,42.92245547013688,0.3007387504160827,0.1713647730983788,0.1237805645711996,0.0673230948451966,89144.4648344855,237373.57156758392,298547.38133085903,357348.9363757104,89816.64847259903,9.997183373769069,12.064637188005976,13.76896779526676,14.76284844104875,8116374.991084337,5182069.315365076,4209340.497997508,3375805.515407346,67852.38082619774,24174.41855563824,26959.587297082107,14670.458293169198,2.29978730668576,1.863968386802872,1.6110535281588765,1.4203442628609408,4010.279673241865,1813.0385211219084,2213.344468904762,1208.5544531766222,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,30.755476007688326,38.02506048744007,43.149283830001366,46.306276625490426,0.2899536040399676,0.1941493261344401,0.1126785658799835,0.067337133827879,87805.99536275408,239512.77022458025,295267.48847093096,357775.7763813272,90961.26932243728,9.913553020410497,12.301972737525285,13.864167216613588,14.86514336473538,7599075.987499095,5486464.817804422,4139501.736324932,3327298.793010176,64746.0347941098,32843.317730751514,26594.93058727556,12592.865308874352,2.3294027812662206,1.7802538358918023,1.6447817659565247,1.55757159350801,3917.473724791738,2315.730691415227,2262.221882908226,1095.3630597635956,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,31.8995871861485,39.44481630022859,44.74933062048213,48.02184486404136,0.2898398567075725,0.1908188066790279,0.1161555112348196,0.0676713592646512,90016.35387821778,236765.1319461019,294320.96900846064,351578.4501363239,87452.02236927717,10.455305393579616,12.92084576344372,14.61891308673027,15.68,7909356.504925736,5332681.558714356,4192550.9344233046,3278827.766916056,66920.23243245987,28405.55327974189,30489.636025603417,17208.187622950176,2.237513324604329,1.7664273942625002,1.5789802077397614,1.4986367851151712,4192.519466611586,2208.3903041334147,2602.895772775494,1664.5165956181634,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,34.29979383454068,42.44222691160469,48.17275876065215,51.70721224667805,0.2873291262123442,0.1927740892882905,0.1196973465494265,0.064958590713314,87080.15734066191,236435.24041570164,297720.8456557153,359193.35364193725,86406.07259726089,10.261706693887051,12.712310838535377,14.440841213764598,15.444065974341251,7891845.492798665,5561482.665232778,4076951.883564891,3316273.2383124563,66103.9970296272,34417.14923689735,26832.930720014934,13911.194279385734,2.2764863790232464,1.8582959407745652,1.613259698851035,1.475732496215845,4057.947278178141,2678.366201115937,2353.822912842351,1200.5816193132785,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,35.5469512038855,43.98721865777552,49.92782758853178,53.5842080785723,0.2958598774123117,0.1867443164024163,0.1147597336705378,0.0658866042654142,86162.43225748844,235350.60217498595,296188.7224095918,352761.93827119085,90307.52644248564,10.000275748157312,12.29659496988608,13.89068644705055,14.870449894498012,7968544.931351608,5438921.264766881,3917154.92676952,3329002.2143829856,68638.65939623825,33630.258582736125,28601.99109930009,13595.139158240963,2.175873257179186,1.8711420548092037,1.6392986850543023,1.5048568017143278,4077.8465589353104,2498.011299555996,2394.2786036883926,1195.2382516791097,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,36.80235646290558,45.53089709045068,51.67162358538112,55.45100070226444,0.2875392372443212,0.1960699125526437,0.1184438161524699,0.0621838041436615,86758.44465359309,238652.60037071176,296844.9310909917,355432.38932254433,91702.9334264018,10.260882093564026,12.763401014315114,14.478261565371328,15.438272050901128,7678824.659440694,5501086.912353969,4112231.841898756,3176460.0004269327,66039.18063218145,29522.674734143955,24863.772049688785,9873.06341979545,2.201834184035235,1.7533782285217157,1.576291323573448,1.558856665324555,4224.652900534419,2373.3402869414413,2285.708728905762,971.390358964136,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,37.907313480547806,46.90534125530423,53.23073483664003,57.11349198589519,0.2961539863676183,0.1831803542141663,0.1178791520747981,0.0662834797989822,86468.87846550166,234769.61836992996,295853.3018441231,355728.10023093974,90988.88913404172,10.152446335085251,12.42923867889825,14.09017676901359,15.090422482811109,7968468.383724257,5368093.568893399,3954706.943162018,3166738.744135935,66687.06161401712,28202.03758465753,28108.64888212674,13422.800335624835,2.283805981684252,1.84243094626592,1.6635509948848648,1.4037151858185146,4069.634407079093,2080.8906822876124,2381.948526000513,1190.2339979950032,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,39.02579466017241,48.27465354522663,54.783030412856256,58.77598326952594,0.2864839238768764,0.1942973567837194,0.1147448475520202,0.0695352071546372,87351.81847087771,234480.0471554863,296749.68105861056,356400.85190573666,88435.50917217738,10.40613018393905,12.915596431952697,14.58968795181529,15.68,7844619.9577945,5403773.942453862,3957384.3274122714,3372434.2901999,63630.66029199125,33739.165838026485,25899.13112929139,14655.763184011075,2.253280816029241,1.7495102204823814,1.734297031632635,1.5456404197308846,4113.261633031953,2545.0269827161424,2295.8917506887847,1444.0950587742122,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,40.24010115377972,49.78179331177862,56.48552235812687,60.60570531635846,0.2883142139982887,0.1990463648420588,0.1089063098196694,0.0677595958995097,88580.11588037082,237343.7829046076,294836.0802936866,353621.2287479732,88811.46606155016,10.432892327644064,13.0255883358177,14.617529536295686,15.68,7712987.807822836,5812338.628120772,3863126.985993034,3389807.488774848,63970.647857247954,34621.84593579735,23846.01037420364,16963.309288130396,2.2914203964918145,1.7266920914698385,1.6862203037197585,1.4679110113700076,4003.2384272087743,2725.45621632695,2255.5388355003165,1773.6472770475173,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,41.45753056093024,51.30176819385835,58.1912631784576,62.43542736319098,0.2944615948527361,0.1879474392393333,0.1147200112797528,0.0663985610741473,91238.95314278996,236756.2707881425,301657.2486565519,355585.4646162669,92428.11931570854,10.523794484186602,12.959499166320889,14.638870562357368,15.68,7755502.355466982,5365226.129638745,3959493.947234536,3402024.175457417,67639.6777142958,27840.708704725646,28168.579458737862,13165.84986045602,2.165655635216126,1.8505357350754843,1.595593083663932,1.5058891278772175,4299.135714736601,2121.889945135846,2520.9015668186144,1231.4945242064568,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,42.65054362354172,52.77090100651024,59.8507752326899,64.21296538427805,0.2902834773212986,0.1934526148504645,0.1101605086617762,0.0703478468807301,90345.48926622196,240870.1752115795,294175.73379973625,355843.9947281083,86371.33920810842,10.461840663433396,12.971142001153163,14.57694576091015,15.679999999999998,7592132.24574149,5418362.698042836,4018674.75135816,3377655.713256966,66504.38859095145,27881.301568412186,28547.35236918241,11643.924005575664,2.331417087283975,1.821338169344359,1.671605155186817,1.5559644998271545,4243.04066829731,2124.105800479289,2539.0521706952736,1093.0261065065074,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,43.83653339074884,54.241353690436846,61.50326728124486,65.99050340536512,0.2946911069350494,0.1852331501929387,0.116897000095903,0.0669113892787054,88895.07176240628,238133.7947742504,296775.035327275,352497.32006164186,90481.47335535266,10.234206243067634,12.560901619268282,14.223597497270836,15.243565652650862,7779810.201429301,5530472.593033636,4046408.083847644,3372118.501961654,66487.33104220434,25547.671485036008,26754.809897636485,15101.82765495945,2.2844228858217472,1.8066769657878403,1.597958828134499,1.4639279851309153,4020.503972186208,2071.6727481063112,2374.565347731083,1320.680754853723,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,3.4,1.61,918.666265285446,400.0,593.8451717184587,500.0,500.0,500.0,500.0,44.8938957220955,55.53910203598753,62.97279953930719,67.56541519956905,0.2800545066418333,0.2018126513801843,0.1149493138140608,0.06894709716419,91932.87192397052,235715.33007406283,296007.4630560621,357214.11979592976,87390.55281714087,10.313199047662826,12.920774885114223,14.598909516465495,15.679999999999998,7682610.704801985,5673707.910617863,4076611.653430708,3314222.847159693,60351.43851453967,36360.92822281517,28876.13009046913,12563.162410147595,2.234438632033328,1.932155530110811,1.7009930478528492,1.5172912504940443,3866.944467939164,2861.9861611561405,2609.8654927455823,1183.3630383787206,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
